status,url,final_url,section,template,title,primary_heading,canonical,redirected,internal_link_count,image_count,embed_count,migration_disposition,error
"200","https://jungfrau-taechi.ch/newsfeed/podestopen1","https://jungfrau-taechi.ch/newsfeed/podestopen1","news","news","Delta-Club Jungfrau-Tächi Grindelwald","Delta-Club Jungfrau-Tächi Grindelwald","","false","unavailable","12","0","representative migration or grouped route",""
"200","https://jungfrau-taechi.ch/newsfeed/absageswisscup","https://jungfrau-taechi.ch/newsfeed/absageswisscup","news","news","Delta-Club Jungfrau-Tächi Grindelwald","Delta-Club Jungfrau-Tächi Grindelwald","","false","unavailable","9","0","representative migration or grouped route",""
"200","https://jungfrau-taechi.ch/newsfeed/protokoll44","https://jungfrau-taechi.ch/newsfeed/protokoll44","news","news","Delta-Club Jungfrau-Tächi Grindelwald","Delta-Club Jungfrau-Tächi Grindelwald","","false","unavailable","13","0","representative migration or grouped route",""
"200","https://jungfrau-taechi.ch/newsfeed/21-02","https://jungfrau-taechi.ch/newsfeed/21-02","news","news","Delta-Club Jungfrau-Tächi Grindelwald","Delta-Club Jungfrau-Tächi Grindelwald","","false","unavailable","9","0","representative migration or grouped route",""
"200","https://jungfrau-taechi.ch/newsfeed/21-04","https://jungfrau-taechi.ch/newsfeed/21-04","news","news","Delta-Club Jungfrau-Tächi Grindelwald","Delta-Club Jungfrau-Tächi Grindelwald","","false","unavailable","9","0","representative migration or grouped route",""
"200","https://jungfrau-taechi.ch/newsfeed/21-06","https://jungfrau-taechi.ch/newsfeed/21-06","news","news","Delta-Club Jungfrau-Tächi Grindelwald","Delta-Club Jungfrau-Tächi Grindelwald","","false","unavailable","9","0","representative migration or grouped route",""
"200","https://jungfrau-taechi.ch/newsfeed/21-05","https://jungfrau-taechi.ch/newsfeed/21-05","news","news","Delta-Club Jungfrau-Tächi Grindelwald","Delta-Club Jungfrau-Tächi Grindelwald","","false","unavailable","9","0","representative migration or grouped route",""
"200","https://jungfrau-taechi.ch/sites/kontakt","https://jungfrau-taechi.ch/sites/kontakt","contact","contact","Jungfrau-Tächi Grindelwald","Jungfrau-Tächi Grindelwald","","false","unavailable","8","0","representative migration or grouped route",""
"200","https://jungfrau-taechi.ch/sites/vorstand","https://jungfrau-taechi.ch/sites/vorstand","club","club","Jungfrau-Tächi Grindelwald","Jungfrau-Tächi Grindelwald","","false","unavailable","8","0","inventory retained; migrate when current utility/archive route is prioritised",""
"200","https://jungfrau-taechi.ch/newsfeed/50challenge","https://jungfrau-taechi.ch/newsfeed/50challenge","news","news","Delta-Club Jungfrau-Tächi Grindelwald","Delta-Club Jungfrau-Tächi Grindelwald","","false","unavailable","10","0","representative migration or grouped route",""
"200","https://jungfrau-taechi.ch/newsfeed/challenge50","https://jungfrau-taechi.ch/newsfeed/challenge50","news","news","Delta-Club Jungfrau-Tächi Grindelwald","Delta-Club Jungfrau-Tächi Grindelwald","","false","unavailable","9","0","representative migration or grouped route",""
"200","https://jungfrau-taechi.ch/newsfeed/hf26_1_5","https://jungfrau-taechi.ch/newsfeed/hf26_1_5","news","news","Delta-Club Jungfrau-Tächi Grindelwald","Delta-Club Jungfrau-Tächi Grindelwald","","false","unavailable","20","0","representative migration or grouped route",""
"200","https://jungfrau-taechi.ch/newsfeed/eigertour9","https://jungfrau-taechi.ch/newsfeed/eigertour9","news","news","Delta-Club Jungfrau-Tächi Grindelwald","Delta-Club Jungfrau-Tächi Grindelwald","","false","unavailable","10","0","representative migration or grouped route",""
"200","https://jungfrau-taechi.ch/newsfeed/fa2_26","https://jungfrau-taechi.ch/newsfeed/fa2_26","news","news","Delta-Club Jungfrau-Tächi Grindelwald","Delta-Club Jungfrau-Tächi Grindelwald","","false","unavailable","21","0","representative migration or grouped route",""
"200","https://jungfrau-taechi.ch/newsfeed/xalps25","https://jungfrau-taechi.ch/newsfeed/xalps25","news","news","Delta-Club Jungfrau-Tächi Grindelwald","Delta-Club Jungfrau-Tächi Grindelwald","","false","unavailable","13","0","representative migration or grouped route",""
